楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型.1,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
9825645,龙湾云天堂,三亚,51,保亭,4927,保亭,4975,三亚保亭保亭温泉路8号,,123元/㎡,123元/㎡,首付75万，月供17918元,117-237㎡,266512.45m²,84097.77m²,"[{""id"": 565688, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 117}, {""id"": 565693, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 121.09}, {""id"": 565699, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 121.2}, {""id"": 565686, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 236.84}, {""id"": 565689, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 170}]",别墅,别墅户型,2001-12-15,2013年01月18日,2001年,2002年,"[""2014-01-15"", ""2013-10-15""]","{独栋别墅,联排别墅,叠加别墅}",独栋别墅、联排别墅、叠加别墅,70年,0.28,56%,512,带装修,,别墅,绿城服务,9.8元/㎡/月,,450,1:0.9,售罄,售罄,售罄,"[""保房预许字第【2014】0002号"", ""保房预字第【2013】0001号""]","[""大独栋 叠拼 联排别墅 小独栋""]",恒大,,海南龙湾投资开发有限公司,民电,民水,18.652927,109.675958,"{""service_num"": ""4006708287"", ""num"": """"}","{""559"": ""现房"", ""53"": ""高绿化率"", ""29"": ""装修交付"", ""63"": ""旅游地产"", ""70"": ""银行"", ""69"": ""学校"", ""78"": ""大户型""}","[""现房"", ""高绿化率"", ""装修交付"", ""旅游地产"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/ed28988a6ceff8324a6eee027beeebd2/275x206n.jpg,[],保亭县七仙岭旅游区内
6201002,华城,三亚,51,东方,6181,东方,6186,三亚东方东方八所镇滨海北路42号,,4198元/㎡,4198元/㎡,首付9万，月供2329元,42-128㎡,53200m²,141000m²,"[{""id"": 746777, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 42}, {""id"": 746785, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 63}, {""id"": 855701, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 42}, {""id"": 746780, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 85}, {""id"": 746784, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 122}, {""id"": 746782, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 128}, {""id"": 855702, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 85}]",1/2/4室,商业户型,2001-05-15,2022年01月29日,2001年,2002年,"[""2023-01-13"", ""2022-01-29""]",{},,70年,2,30%,720,简装修,在建中，竣工时间：2023-12-31,商业,龙湖智慧服务,3.6元/㎡/月,,460,,售罄,售罄,售罄,"[""（2023）东房预字（0001）号"", ""(2022)东房预字(0001)号""]","[""2#""]",路劲,,海南阳光绿苑房地产开发有限公司,商电,商水,19.112055,108.658318,"""""","{""559"": ""现房"", ""81"": ""大阳台"", ""29"": ""装修交付"", ""7"": ""项目在建"", ""5"": ""低单价"", ""90"": ""人气楼盘""}","[""现房"", ""大阳台"", ""装修交付"", ""项目在建"", ""低单价""]",https://pic4.ajkimg.com/display/xinfang/56837a90ada2804f5b6abad6eecad721/275x206n.jpg,[],海南省东方市八所镇滨海北路42号
2919727,恒桃源庭,三亚,51,吉阳区,10250,迎宾路,6185,三亚吉阳区迎宾路迎宾路中段万科湖畔度假公园,,,,,101-104㎡,436666.66m²,630000m²,"[{""id"": 397376, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 101}, {""id"": 397370, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 104}, {""id"": 397374, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 104}]",3室,3室户型,2001-07-17,2018年09月26日,2001年,2002年,"[""2018-12-13"", ""2018-09-26"", ""2016-03-31"", ""2018-04-13"", ""2012-10-28"", ""2015-09-21"", ""2017-06-29"", ""2017-12-15"", ""2018-03-02"", ""2018-08-15""]",小高层,高层,70年,1.4,45%,,带装修,,住宅,绿城服务,4.18元/㎡/月,,4000,,售罄,售罄,售罄,"[""三房预许字［2018］51号"", ""三房预许字［2018］31号"", ""三房预许字［2016］14号"", ""三房预许字（2018）15号"", ""三房预许字[2012]017号"", ""三房预许字[2015]29号"", ""三房预许字[2017]35号"", ""三房预许字[2017]76号"", ""三房预许字[2018]11号"", ""三房预许字〔2018〕29 号""]","[""7#"", ""8#"", ""1#"", ""G4""]",仁恒,万科集团,万科集团,民电,民水,18.288938,109.545683,"{""service_num"": ""4006708287"", ""num"": ""39510""}","{""53"": ""高绿化率"", ""52"": ""低容积"", ""31"": ""大平层"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""63"": ""旅游地产"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""高绿化率"", ""低容积"", ""大平层"", ""装修交付"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/4fed3abcad2c71ee305116147284f0e3/275x206n.jpg,[],海南省三亚市迎宾路中段万科湖畔度假公园2期万科里营销中心
8228679,中信碧水华庭,三亚,51,陵水,4928,香水湾,5087,三亚陵水香水湾A区2号,,,,,70-200㎡,住宅：273333.3m² 别墅：273333.3m²,住宅：140700m² 别墅：140700m²,"[{""id"": 47372, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 70}, {""id"": 47370, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 93}, {""id"": 47367, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 96}, {""id"": 47353, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 160}, {""id"": 47354, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 109}, {""id"": 47357, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 130}, {""id"": 47365, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 130}, {""id"": 47349, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 200}]",别墅、1/2/3室,"1室户型,2室户型,3室户型,别墅户型",2001-08-10,,2001年,2002年,[],"{独栋别墅,多层}",住宅：多层 别墅：独栋别墅,住宅：70年 别墅：70年,住宅：0.5,住宅：84% 别墅：84%,住宅：1450 别墅：1450,住宅：简装修 别墅：简装修,,住宅,旭辉永升,住宅：3.5元/㎡/月 别墅：4.5元/㎡/月,,住宅：705 别墅：705,住宅：1:0.49 别墅：1:0.49,售罄,售罄,售罄,"[""陵房预字[2012]020号""]",[],象屿,,中信地产海南投资有限公司,住宅：民电,住宅：民水,18.569612,110.13066,"""""","{""53"": ""高绿化率"", ""52"": ""低容积"", ""29"": ""装修交付"", ""63"": ""旅游地产"", ""70"": ""银行"", ""69"": ""学校"", ""79"": ""小户型"", ""78"": ""大户型""}","[""高绿化率"", ""低容积"", ""装修交付"", ""旅游地产"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/0e8d5fec0508a75eccb828c5add86447/275x206n.jpg,[],海南陵水县香水湾A区2号
5338886,紫轩A区,三亚,51,海棠区,10252,海棠湾,4938,三亚海棠区海棠湾东线高速海棠湾土福出口（距离三亚市中心28公里）,,,,,51-131㎡,1000500m²,500250m²,"[{""id"": 296907, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 51.4}, {""id"": 296915, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 78.51}, {""id"": 93210, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 90.51}, {""id"": 93209, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 108.24}, {""id"": 296941, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 130.9}]",1/3室,商业户型,2001-02-21,2018年03月31日,2001年,2002年,"[""2014-01-23"", ""2015-01-19""]",{小高层},小高层,40年,0.5,60%,2000,简装修,,商业,华润万象生活,4.8元/㎡/月,,,,售罄,售罄,售罄,"[""陵房预字【2010】第0021号"", ""陵房预字【2014】第0002号"", ""陵房预字（2015）第0002号""]","[""3#"", ""1#""]",大华,,重庆东和（实业）集团有限公司,商电,商水,18.391299,109.812649,"""""","{""81"": ""大阳台"", ""31"": ""大平层"", ""29"": ""装修交付"", ""74"": ""南北通透"", ""63"": ""旅游地产"", ""85"": ""主卧套房"", ""54"": ""大型社区""}","[""大阳台"", ""大平层"", ""装修交付"", ""南北通透"", ""旅游地产""]",https://pic4.ajkimg.com/display/xinfang/ca096f9c4b92b2eb9139076bb01f06de/275x206n.jpg,[],海南省三亚市东线高速海棠湾土福出口
4330996,瑞白鸽苑,三亚,51,陵水,4928,香水湾,5087,三亚陵水香水湾海南环岛高速,,,,,158-557㎡,41984m²,41984m²,"[{""id"": 264833, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 157.91}, {""id"": 264835, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 342.26}, {""id"": 264836, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 364.17}, {""id"": 264838, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 556.9}]",别墅,别墅户型,2001-05-04,,2001年,2002年,"[""2016-09-27""]",{独栋别墅},独栋别墅,70年,0.28,60%,122,简装修,,别墅,绿城服务,8元/㎡/月,,380,1:3.1,售罄,售罄,售罄,"[""陵房预许字【2016】0028号""]","[""一期33栋独栋""]",中海,,海南宇中实业有限公司,民电,民水,18.579876,110.15028,"""""","{""56"": ""车位充足"", ""53"": ""高绿化率"", ""29"": ""装修交付"", ""63"": ""旅游地产"", ""78"": ""大户型"", ""55"": ""小型社区""}","[""车位充足"", ""高绿化率"", ""装修交付"", ""旅游地产"", ""大户型""]",https://pic4.ajkimg.com/display/xinfang/2583797f469f4a54ebf7a3a98ad80174/275x206n.jpg,[],陵水县光坡镇香水湾A区宏润香水湾售楼中心 陵水县光坡镇香水湾A区
6132675,Al金色庭,三亚,51,陵水,4928,清水湾,5086,三亚陵水清水湾清水湾大道,,,,,80-402㎡,住宅：550000m² 别墅：550000m²,住宅：550000m² 别墅：550000m²,"[{""id"": 44683, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 80}, {""id"": 743906, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 104}, {""id"": 44685, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 113.21}, {""id"": 44612, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 113.74}, {""id"": 44829, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 133.74}, {""id"": 743907, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 168}, {""id"": 44686, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 176.63}, {""id"": 44828, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 218.24}, {""id"": 44833, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 199.83}, {""id"": 44836, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 402.45}, {""id"": 268983, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 200}]",1/2/3/4室、别墅,"1室户型,2室户型,3室户型,4室户型,别墅户型",2001-10-24,2020年12月18日,2001年,2002年,"[""2020-11-04"", ""2011-03-31""]",超高层,住宅：小高层、高层 别墅：独栋别墅,住宅：40年 别墅：40年,住宅：0.8 别墅：0.8,住宅：58% 别墅：58%,住宅：1024 别墅：1024,住宅：简装修 别墅：简装修,,住宅,碧桂园服务,住宅：6元/㎡/月 别墅：6元/㎡/月,,住宅：1280 别墅：1280,住宅：1:1.3 别墅：1:1.3,售罄,售罄,售罄,"[""4690282018092519701-1"", ""陵房预字[2011]第0001号""]","[""10# 11# 3# 5# 6# 7# 8# 9# C1# C2# C3# C4#""]",正荣,,鼎晖投资、北京中汇融达担保有限公司,住宅：民电,住宅：民水,18.433436,109.891257,"""""","{""559"": ""现房"", ""56"": ""车位充足"", ""53"": ""高绿化率"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""70"": ""银行"", ""69"": ""学校"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""83"": ""双阳台"", ""263"": ""VR看房""}","[""现房"", ""车位充足"", ""高绿化率"", ""低容积"", ""装修交付""]",https://pic4.ajkimg.com/display/xinfang/c2374fb267463c98675d0056a0773535/275x206n.jpg,[],陵水英州镇清水湾大道
9295353,锦堂,三亚,51,东方,6181,东方,6186,三亚东方东方永安东路（高铁站旁）,,2822元/㎡,2822元/㎡,首付17万，月供4085元,104-143㎡,102406m²,313874.92m²,"[{""id"": 711685, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 104.39}, {""id"": 711691, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 105}, {""id"": 711683, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 109.15}, {""id"": 711521, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 138.16}, {""id"": 711684, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143.29}]",3/4室,"3室户型,4室户型",2001-04-26,2022年05月14日,2001年,2002年,"[""2020-09-25"", ""2019-11-29"", ""2022-01-16"", ""2022-05-14"", ""2018-09-29"", ""2018-09-29"", ""2018-09-29""]",{高层},高层,70年,2.8,40%,2793,带装修,已封顶，竣工时间：2024-06-30,住宅,金地智慧服务,3.5元/㎡/月,,2388,1:1.1,售罄,售罄,售罄,"[""（2020）东房预字（0017号）"", ""【2019】东房预字（0041）号"", ""【2021】东房预字（0015）号"", ""（2022）东房预字（004号）"", ""【2018】东房预字（0006）号"", ""【2018】东房预字（0005）号"", ""【2018】东房预字（0007）号""]","[""14#、9#"", ""10#、12#、13#"", ""15#"", ""4#"", ""1#"", ""7#""]",阳光城,碧桂园集团,碧桂园集团,民电,民水,19.099752,108.681469,"""""","{""559"": ""现房"", ""56"": ""车位充足"", ""53"": ""高绿化率"", ""29"": ""装修交付"", ""8"": ""项目封顶"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""63"": ""旅游地产"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""263"": ""VR看房"", ""54"": ""大型社区"", ""50"": ""品牌开发商""}","[""现房"", ""车位充足"", ""高绿化率"", ""装修交付"", ""项目封顶""]",https://pic4.ajkimg.com/display/xinfang/9a7d1651cf508462d40390901aa06d20/275x206n.jpg,[],东方市永安东路碧桂园海逸半岛销售中心
742162,绿阳光谷,三亚,51,万宁,4918,万宁,4966,三亚万宁万宁万宁神州半岛,,4445元/㎡,4445元/㎡,,101-188㎡,住宅：18000000m² 别墅：18000000m²,住宅：4060000m² 别墅：4060000m²,"[{""id"": 758476, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 101}, {""id"": 832009, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 119}, {""id"": 758453, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 126}, {""id"": 821685, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 130}, {""id"": 860062, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 131}, {""id"": 860076, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 131}, {""id"": 860074, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 133}, {""id"": 860063, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 135}, {""id"": 860075, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 135}, {""id"": 860073, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 137}, {""id"": 821684, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 153}, {""id"": 860077, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 187}, {""id"": 821680, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143}, {""id"": 821681, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 155}, {""id"": 821682, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 157}, {""id"": 821671, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 188}]",3室、别墅,"3室户型,别墅户型",2001-02-15,2023年07月15日,2001年,2002年,"[""2023-05-12"", ""2023-05-12"", ""2021-12-30"", ""2021-09-30"", ""2021-09-28"", ""2020-12-31"", ""2021-09-30"", ""2021-09-30"", ""2020-11-20"", ""2017-10-16"", ""2017-03-26"", ""2012-10-01"", ""2011-09-17"", ""2011-09-14"", ""2018-05-30"", ""2020-03-17"", ""2019-04-19""]","{多层,小高层,高层,花园洋房}",住宅：多层、小高层、高层、花园洋房 别墅：独栋别墅、叠加别墅,住宅：70年 别墅：70年,住宅：0.34 别墅：0.3,住宅：60% 别墅：60%,住宅：1226 别墅：1226,住宅：带装修 别墅：带装修,,住宅,旭辉永升,住宅：5.68~7.9元/㎡/月,,住宅：422 别墅：422,住宅：1:0.3 别墅：1:0.3,售罄,售罄,售罄,"[""万行审[2023]万房预字（13）"", ""万行审[2023]万房预字（12）"", ""万行审[2021]万房预字（74）"", ""万行审[2021]万房预字（59）"", ""万行审[2021]万房预字（47）"", ""万行审[2020]万房预字（46）"", ""万行审[2021]万房预字（54）"", ""万行审[2021]万房预字（60）"", ""万行审[2020]万房预字（39）号"", ""【2017】万房预字（49）号"", ""万房预字（2017）51号"", ""【2012】万房预字（58）号"", ""【2011】万房预字（021）号"", ""【2011】万房预字（11）号"", ""【2018】万房预字（16）号"", ""万行审[2020]万房预字（07）"", ""【2019】万房预字（12）号""]","[""天岚湾别墅组团"", ""天岚湾洋房组团"", ""T18#、T19#、T37#、T38#""]",美的置业,中海地产,中国海外兴业有限公司,住宅：民电,住宅：民水,18.693446,110.367242,"{""service_num"": ""4006708287"", ""num"": ""15602""}","{""559"": ""现房"", ""53"": ""高绿化率"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""276"": ""一房一价"", ""5"": ""低单价"", ""4"": ""低总价"", ""72"": ""配套纯熟"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""90"": ""人气楼盘"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""现房"", ""高绿化率"", ""低容积"", ""装修交付"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/0a4dbf692fa14c0acc978b21cfe1fbe0/275x206n.jpg,[],海南省万宁市神州半岛星悦路
9383073,东方梦想林,三亚,51,东方,6181,东方,6186,三亚东方东方解放东路,,3605元/㎡,3605元/㎡,首付9万，月供2150元,41-78㎡,177470.29m²,600000m²,[],,商业户型,2001-01-20,2020年10月21日,2001年,2002年,[],{},,40年,,25%,7000,带装修,已封顶，竣工时间：2022-12-22,标准写字楼,中海物业,2.8元/㎡/月,,3405,1:0.48,售罄,售罄,售罄,[],[],旭辉,,东方御中投资开发有限公司,商电,商水,19.093179,108.678914,"""""","{""559"": ""现房"", ""29"": ""装修交付"", ""8"": ""项目封顶"", ""5"": ""低单价"", ""90"": ""人气楼盘"", ""280"": ""商圈热盘"", ""54"": ""大型社区""}","[""现房"", ""装修交付"", ""项目封顶"", ""低单价"", ""人气楼盘""]",https://pic4.ajkimg.com/display/xinfang/8848743ef4553186b268ee451f6a37f8/275x206n.jpg,[],海南省东方市解放东路
