楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
509362,恒大小区,上海,11,浦东,7,浦东世博,75,上海浦东浦东世博成山路544、608弄,内中环,68000,68000元/㎡,首付54万，月供13164元,47-86㎡,26000m²,51200m²,"[{""id"": 737331, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 47}, {""id"": 737333, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 86}]",1/2室,"1室户型,2室户型",2022-01-24,2022年01月24日,2022年1月24日,2000年下半年,"[""2021-12-24""]",{多层},{多层},70年,1.8,28%,1428,毛坯,已竣工，竣工时间：2000-12-26,住宅,nan,0.3元/㎡/月,nan,400,nan,售罄,售罄,售罄,"[""沪（2021）浦字不动产权第111071号""]","[""45#、46#""]",上海恒大房产股份有限公司,nan,上海恒大房产股份有限公司,民电,民水,31.175906433125,121.51523566591,"{""service_num"": ""4006708287"", ""num"": ""72193""}","{""557"": ""项目竣工"", ""52"": ""低容积"", ""12"": ""内中环"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""10"": ""多轨交"", ""276"": ""一房一价"", ""68"": ""医院"", ""67"": ""生态绿地"", ""79"": ""小户型"", ""403"": ""私密性好"", ""397"": ""动静分离"", ""641"": ""寄宿制中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""625"": ""寄宿制小学"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""421"": ""无需摇号"", ""263"": ""VR看房""}","[""项目竣工"", ""低容积"", ""内中环"", ""轨交房"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/52c9e5dcd809fe3fb5ea5b04b96c5c2c/275x206n.jpg,"[{""id"": ""7320379"", ""loupan_id"": ""509362"", ""station_id"": ""10035"", ""subway_id"": ""57"", ""city_id"": ""11"", ""distance"": ""491米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""13号线"", ""station_name"": ""东明路"", ""distance_raw"": ""491""}, {""id"": ""7320525"", ""loupan_id"": ""509362"", ""station_id"": ""3159"", ""subway_id"": ""64"", ""city_id"": ""11"", ""distance"": ""491米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""6号线"", ""station_name"": ""东明路"", ""distance_raw"": ""491""}, {""id"": ""7320380"", ""loupan_id"": ""509362"", ""station_id"": ""10036"", ""subway_id"": ""57"", ""city_id"": ""11"", ""distance"": ""1492米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""13号线"", ""station_name"": ""成山路"", ""distance_raw"": ""1492""}, {""id"": ""7320614"", ""loupan_id"": ""509362"", ""station_id"": ""3206"", ""subway_id"": ""66"", ""city_id"": ""11"", ""distance"": ""1493米"", ""status"": ""1"", ""last_update_time"": ""1774209761"", ""is_rail_loupan"": ""1"", ""subway_name"": ""8号线"", ""station_name"": ""成山路"", ""distance_raw"": ""1493""}]",浦东新区成山路578号
9558498,华银河府,上海,11,嘉定区,14,安亭,135,上海嘉定区安亭绿苑路488号(曹安路与绿苑路交叉口同济大学对面),外郊环,,,,93-190㎡,113988m²,214639m²,"[{""id"": 75730, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 92.63}, {""id"": 30808, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 140}, {""id"": 75733, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 170}, {""id"": 75735, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 190}]",2/3/4室,"2室户型,3室户型,4室户型",1999-01-07,,1999年,2000年,[],高层,多层、高层,70年,1.43,37%,1392,"毛坯,带装修",,住宅,华润万象生活,1.78~1.98元/㎡/月,,1330,1:1,售罄,售罄,售罄,[],[],阳光城,,上海惠格置业发展有限公司,民电,民水,31.268361,121.218111,"{""service_num"": ""4006708287"", ""num"": """"}","{""53"": ""高绿化率"", ""52"": ""低容积"", ""31"": ""大平层"", ""29"": ""装修交付"", ""15"": ""外郊环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""高绿化率"", ""低容积"", ""大平层"", ""装修交付"", ""外郊环""]",https://pic4.ajkimg.com/display/xinfang/1e638c931bba0025e0c475fa70a48919/275x206n.jpg,[],上海市嘉定区安亭绿苑路488号同济小学斜对面
5702467,仁恒明珠堂,上海,11,静安区,2,大宁绿地,120,上海静安区大宁绿地寿阳路与云飞路交叉口,中外环,,,,106-145㎡,27809.1m²,69522.75m²,"[{""id"": 577633, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 106}, {""id"": 577637, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 106}, {""id"": 577638, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 126}, {""id"": 577639, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 145}]",3/4室,"3室户型,4室户型",1999-02-27,2020年12月24日,1999年,2000年,"[""2020-08-23""]",{高层},高层,70年,2.5,35%,677,带装修,,住宅,华润万象生活,,,733,1.1,售罄,售罄,售罄,"[""静安房管(2020)预字不动产权第0000172号""]",[],象屿,仁恒置地,仁恒置地,民电,民水,31.295951,121.447603,"{""service_num"": ""4006708287"", ""num"": """"}","{""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""13"": ""中外环"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""装修交付"", ""厨卫全明"", ""南北通透"", ""卧室全朝南"", ""中外环""]",https://pic4.ajkimg.com/display/xinfang/9d13ff6eef608a1673fdf811dbc7dc2f/275x206n.jpg,[],上海市静安区中环协信星光广场（寿阳路与云飞路交叉口）
9569722,万雅苑二期,上海,11,嘉定区,14,安亭,135,上海嘉定区安亭泽普路588弄（泽普路与墨玉路交叉口东南角）,外郊环,,,,75-139㎡,住宅：119213m² 别墅：119213m²,住宅：207554m² 别墅：207554m²,"[{""id"": 33876, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 74.85}, {""id"": 33878, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 92.69}, {""id"": 33877, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 101.12}, {""id"": 33875, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 103.37}, {""id"": 33879, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 138.83}]",1/2/3室,"1室户型,2室户型,3室户型",1999-01-06,,1999年,2000年,[],高层,住宅：小高层、高层 别墅：独栋别墅,住宅：70年 别墅：70年,住宅：1.21 别墅：1.21,住宅：35% 别墅：35%,住宅：312 别墅：312,住宅：毛坯 别墅：毛坯,,住宅,金地智慧服务,住宅：1.45元/㎡/月 别墅：1.45元/㎡/月,,住宅：1016 别墅：1016,住宅：1:3.3 别墅：1:3.3,售罄,售罄,售罄,"[""沪房地嘉字2011第005755号"", ""嘉定房管(2010)预字0488号"", ""嘉定房管(2010)预字0491号"", ""嘉定房管(2010)预字0256号"", ""嘉定房管(2011)预字0524号"", ""嘉定房管(2013)预字0000567号"", ""嘉定房管(2013)预字0000466号""]",[],远洋,,上海复通房地产发展有限公司,住宅：民电,住宅：民水,31.290605,121.156485,"""""","{""56"": ""车位充足"", ""52"": ""低容积"", ""15"": ""外郊环"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""车位充足"", ""低容积"", ""外郊环"", ""配套纯熟"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/c8be998889f7782f1abb5b01f704dced/275x206n.jpg,[],新源路285号
5592863,恒盛世美景,上海,11,浦东,7,川沙,174,上海浦东川沙华贵路366弄,外郊环,8833元/㎡,8833元/㎡,首付75万，月供18033元,89-168㎡,63675.3m²,127350.6m²,"[{""id"": 797726, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 797720, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 98}, {""id"": 797724, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 98}, {""id"": 797719, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 140}, {""id"": 797716, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 168}]",3/4室,"3室户型,4室户型",1999-06-19,2024年07月21日,1999年,2000年,"[""2024-07-09"", ""2024-07-09"", ""2024-04-11"", ""2023-09-28"", ""2023-06-12""]",{高层},高层,70年,2,35%,1191,"毛坯,带装修",已竣工，竣工时间：暂无数据,住宅,保利物业,5.48元/㎡/月,,1274,,售罄,售罄,售罄,"[""沪2022浦字不动产权第064093"", ""浦东新区房管(2024)预字0000183号"", ""浦东新区房管(2024)预字0000081号"", ""浦东新区房管(2023)预字0000321号"", ""浦东新区房管（2023）预字0000189号""]","[""7#、2#、3#"", ""16#、1#"", ""6#、5#、8#、10#、9#、17#"", ""12#、11#、14#、13#、15#""]",金地,陆家嘴,上海佳川置业有限公司,民电,民水,31.184446,121.691583,"""""","{""557"": ""项目竣工"", ""29"": ""装修交付"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""15"": ""外郊环"", ""276"": ""一房一价"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""90"": ""人气楼盘"", ""719"": ""6.21过会楼盘"", ""713"": ""24年四批次"", ""641"": ""寄宿制中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购"", ""582"": ""23年九批次"", ""571"": ""23年五批次"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""421"": ""无需摇号"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""项目竣工"", ""装修交付"", ""轨交房"", ""厨卫全明"", ""南北通透""]",https://pic4.ajkimg.com/display/xinfang/14117ac39d439a3460095cbc832fbc30/275x206n.jpg,"[{""id"": ""7245903"", ""loupan_id"": ""517526"", ""station_id"": ""3045"", ""subway_id"": ""60"", ""city_id"": ""11"", ""distance"": ""1458米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""川沙"", ""distance_raw"": ""1458""}]",妙川路669号
94988,融创西岸林,上海,11,松江区,15,泗泾,146,上海松江区泗泾恒泽路188弄,外郊环,,,,85-121㎡,43598.5m²,125436.62m²,"[{""id"": 408071, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 85}, {""id"": 408066, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 87}, {""id"": 408068, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 93}, {""id"": 408069, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 121}]",3/4室,"3室户型,4室户型",1999-07-15,,1999年,2000年,"[""2018-12-17""]",{小高层},小高层,70年,1.8,35%,875,带装修,,住宅,金地智慧服务,4.5元/㎡/月,,882,1:1,售罄,售罄,售罄,"[""松江房管（2018）预字0000467号""]",[],金地,,融创中国控股有限公司,民电,民水,31.134527,121.277384,"""""","{""52"": ""低容积"", ""29"": ""装修交付"", ""15"": ""外郊环"", ""68"": ""医院"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""低容积"", ""装修交付"", ""外郊环"", ""医院"", ""大户型""]",https://pic4.ajkimg.com/display/xinfang/161dc69b38f5e36c60f2a114153a604f/275x206n.jpg,[],松江区恒泽路188弄
6547830,宏宅一期,上海,11,嘉定区,14,徐行,23566,上海嘉定区徐行娄陆公路1177弄,郊环外,3420元/㎡,3420元/㎡,首付20万，月供5202元,55-176㎡,住宅：58411.1m² 别墅：58411.1m²,住宅：70949.87m² 别墅：70949.87m²,"[{""id"": 733754, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 55}, {""id"": 733755, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 56}, {""id"": 733758, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 78}, {""id"": 733920, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 92}, {""id"": 733947, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 132}, {""id"": 733756, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 733943, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 168}, {""id"": 733936, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 176}]",1/2/3室、别墅,"1室户型,2室户型,3室户型,别墅户型",1999-10-19,2022年01月29日,1999年,2000年,"[""2021-12-31""]",{花园洋房},住宅：花园洋房 别墅：联排别墅,住宅：70年 别墅：70年,住宅：1,住宅：35% 别墅：35%,住宅：569 别墅：569,"住宅：毛坯,带装修 别墅：毛坯,带装修",已竣工，竣工时间：2023-12-31,住宅,旭辉永升,住宅：3.4元/㎡/月 别墅：3.6元/㎡/月,,住宅：634 别墅：634,住宅：1.11 别墅：1:1.3,售罄,售罄,售罄,"[""嘉定房管（2021）预字0000428号""]","[""15#、16#、8#、9#、13#、14#、10#、11#、12#、4#、7#、2#、3#、5#、6#""]",雅居乐,中楚投资,上海通中实业有限公司,住宅：民电,住宅：民水,31.488528,121.203772,"""""","{""557"": ""项目竣工"", ""56"": ""车位充足"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""16"": ""郊环外"", ""276"": ""一房一价"", ""5"": ""低单价"", ""4"": ""低总价"", ""79"": ""小户型"", ""78"": ""大户型"", ""408"": ""全明空间"", ""407"": ""主卧朝南"", ""406"": ""客厅朝南"", ""404"": ""客餐厅相连"", ""403"": ""私密性好"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""90"": ""人气楼盘"", ""591"": ""放松限购"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""项目竣工"", ""车位充足"", ""低容积"", ""装修交付"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/a9dc2306c9a6e0f812e1d9419e88579c/275x206n.jpg,[],娄陆公路1177弄
7827636,锦理想源,上海,11,虹口区,8,北外滩,79,上海虹口区北外滩乍浦路106号,内环内,24065元/㎡,24065元/㎡,,298-641㎡,住宅：18950.59m²,住宅：113000m²,"[{""id"": 840140, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 298}, {""id"": 840137, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 319}, {""id"": 840138, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 320}, {""id"": 840136, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 458}, {""id"": 840143, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 551}, {""id"": 840139, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 313}, {""id"": 840142, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 599}, {""id"": 840141, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 641}]",4/5室,"4室户型,5室户型",1999-02-19,2024年04月29日,1999年,2000年,"[""2024-04-29""]",高层,住宅：花园洋房、小高层 别墅：合院别墅、叠加别墅,住宅：70年 别墅：70年,住宅：2.98,,住宅：124,,在建中，竣工时间：暂无数据,住宅,金地智慧服务,,,,,售罄,售罄,售罄,"[""虹口房管(2024)预字0000106号""]",[],新城控股,新湖中宝,,住宅：民电,住宅：民水,31.25393,121.50419,"""""","{""11"": ""内环内"", ""9"": ""轨交房"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""90"": ""人气楼盘"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""263"": ""VR看房"", ""55"": ""小型社区"", ""50"": ""品牌开发商""}","[""内环内"", ""轨交房"", ""南北通透"", ""卧室全朝南"", ""项目在建""]",https://pic4.ajkimg.com/display/xinfang/b87641d643d02244886fd7c5124e2f8e/275x206n.jpg,"[{""id"": ""7194937"", ""loupan_id"": ""517830"", ""station_id"": ""2966"", ""subway_id"": ""56"", ""city_id"": ""11"", ""distance"": ""651米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""12号线"", ""station_name"": ""天潼路"", ""distance_raw"": ""651""}, {""id"": ""7194919"", ""loupan_id"": ""517830"", ""station_id"": ""2891"", ""subway_id"": ""54"", ""city_id"": ""11"", ""distance"": ""732米"", ""status"": ""1"", ""last_update_time"": ""1774209760"", ""is_rail_loupan"": ""1"", ""subway_name"": ""10号线"", ""station_name"": ""天潼路"", ""distance_raw"": ""732""}, {""id"": ""7194917"", ""loupan_id"": ""517830"", ""station_id"": ""2890"", ""subway_id"": ""54"", ""city_id"": ""11"", ""distance"": ""912米"", ""status"": ""1"", ""last_update_time"": ""1774209760"", ""is_rail_loupan"": ""1"", ""subway_name"": ""10号线"", ""station_name"": ""四川北路"", ""distance_raw"": ""912""}, {""id"": ""7194918"", ""loupan_id"": ""517830"", ""station_id"": ""2892"", ""subway_id"": ""54"", ""city_id"": ""11"", ""distance"": ""1109米"", ""status"": ""1"", ""last_update_time"": ""1774209760"", ""is_rail_loupan"": ""1"", ""subway_name"": ""10号线"", ""station_name"": ""南京东路"", ""distance_raw"": ""1109""}, {""id"": ""7194936"", ""loupan_id"": ""517830"", ""station_id"": ""2967"", ""subway_id"": ""56"", ""city_id"": ""11"", ""distance"": ""1247米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""12号线"", ""station_name"": ""国际客运中心"", ""distance_raw"": ""1247""}, {""id"": ""7194928"", ""loupan_id"": ""517830"", ""station_id"": ""3058"", ""subway_id"": ""60"", ""city_id"": ""11"", ""distance"": ""1316米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""2号线"", ""station_name"": ""南京东路"", ""distance_raw"": ""1316""}]",
4414002,上尚盛世汇,上海,11,松江区,15,松江新城,143,上海松江区松江新城文翔路3588弄（近辰塔路）,外郊环,7747元/㎡,7747元/㎡,首付70万，月供17679元,102-195㎡,200000m²,186000m²,"[{""id"": 106175, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 102}, {""id"": 106176, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 117}, {""id"": 106181, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 117}, {""id"": 106193, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 106174, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 123}, {""id"": 20647, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 126}, {""id"": 20637, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 128}, {""id"": 20643, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 129}, {""id"": 20630, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 132}, {""id"": 106186, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 138}, {""id"": 106178, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139}, {""id"": 106189, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 140}, {""id"": 20617, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 148}, {""id"": 20646, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 150}, {""id"": 20636, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 151}, {""id"": 20642, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 153}, {""id"": 20627, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 155}, {""id"": 20635, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 163}, {""id"": 20645, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 163}, {""id"": 20641, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 164}, {""id"": 20626, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 167}, {""id"": 20616, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 169}, {""id"": 20615, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 181}, {""id"": 865099, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 125}, {""id"": 20648, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 182}, {""id"": 20638, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 183}, {""id"": 20644, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 184}, {""id"": 20619, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 195}, {""id"": 20633, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 195}, {""id"": 865100, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 160}]",2/3/4/5室,"2室户型,3室户型,4室户型,5室户型",1999-02-09,2025年04月10日,1999年,2000年,"[""2025-03-25""]","{多层,小高层}",多层、小高层,70年,,,1500,,已竣工，竣工时间：暂无数据,住宅,雅生活服务,2.29元/㎡/月,,1090,1:0.73,售罄,售罄,售罄,"[""沪(2025)松字不动产权第011265号"", ""松江房地(2009)预字0349号"", ""松江房管(2009)预字1143号"", ""松江房管(2014)预字0000593号"", ""松江房管(2015)预字0000476号""]","[""61#、49#、50#、62#、63#、53#、57#、51#、52#、60#、58#、59#""]",新城控股,,香港亚联国际有限公司、上海浦东商业建设有限公司,民电,民水,31.032201,121.200298,"""""","{""557"": ""项目竣工"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""15"": ""外郊环"", ""276"": ""一房一价"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""636"": ""公办小学"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购"", ""421"": ""无需摇号"", ""263"": ""VR看房""}","[""项目竣工"", ""厨卫全明"", ""南北通透"", ""卧室全朝南"", ""外郊环""]",https://pic4.ajkimg.com/display/xinfang/9ab2653927398b8def0177089040b4b6/275x206n.jpg,[],松江文翔路文涵路路口
8802674,金墅三期,上海,11,崇明区,20,崇明新城,203,上海崇明区崇明新城江帆路329弄,郊环外,,,,,110776m²,301853m²,[],,,1999-12-09,,1999年,2000年,[],{},,50年,,32%,,毛坯,,标准写字楼,保利物业,5元/㎡/月,,755,,售罄,售罄,售罄,[],[],中梁,,,商电,商水,31.6248,121.427761,"""""","{""16"": ""郊环外"", ""70"": ""银行"", ""51"": ""金牌物业""}","[""郊环外"", ""银行"", ""金牌物业""]",https://pic4.ajkimg.com/display/xinfang/d9f60cec6d980f32120e7ef17864a94e/275x206n.jpg,[],崇明江帆路329弄15号
