楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型.1,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
8660497,恒乐居湾,上海,11,徐汇区,5,华泾,170,上海徐汇区华泾华泾路1388弄,内环内,9389元/㎡,9389元/㎡,,99-146㎡,住宅：19086.14m² 别墅：19086.14m²,住宅：49619.49m² 别墅：49619.49m²,"[{""id"": 833195, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 833196, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 833198, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 833200, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 833201, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 833202, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 833199, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 122}, {""id"": 833203, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 146}]",3/4室,"3室户型,4室户型",1997-06-25,2024年02月25日,1997年,1998年,"[""2024-01-25""]",高层,住宅：高层,住宅：70年 别墅：70年,别墅：2.5,住宅：35% 别墅：35%,住宅：493 别墅：493,住宅：带装修 别墅：带装修,在建中，竣工时间：暂无数据,住宅,碧桂园服务,,,住宅：601 别墅：601,,售罄,售罄,售罄,"[""徐汇房管(2024)预字0000017号""]",[],中南,,,住宅：民电 别墅：民电,住宅：民水 别墅：民水,31.139002,121.449296,"{""service_num"": ""4006708287"", ""num"": ""63288""}","{""29"": ""装修交付"", ""11"": ""内环内"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""7"": ""项目在建"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""607"": ""市一级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""263"": ""VR看房""}","[""装修交付"", ""内环内"", ""厨卫全明"", ""南北通透"", ""项目在建""]",https://pic4.ajkimg.com/display/xinfang/c127f8ecb9e7fb5f4922782edf4116e3/275x206n.jpg,[],徐汇区华泾路与景洪路交汇处
6882343,秀泰梅林源,上海,11,嘉定区,14,嘉定新城,137,上海嘉定区嘉定新城宝安公路3500号,外郊环,,,,,24008m²,20000m²,[],,,1997-04-24,2018年08月12日,1997年,1998年,[],高层,,40年,,30%,136,毛坯,,商业综合体,保利物业,38元/㎡/月,,350,1:2.5,售罄,售罄,售罄,[],[],中铁建,,,商电,商水,31.322997,121.297384,"""""","{""559"": ""现房"", ""56"": ""车位充足"", ""15"": ""外郊环"", ""46"": ""沿街商铺"", ""70"": ""银行"", ""68"": ""医院"", ""64"": ""购物中心"", ""591"": ""放松限购"", ""218"": ""综合商铺"", ""215"": ""核心CBD"", ""55"": ""小型社区""}","[""现房"", ""车位充足"", ""外郊环"", ""沿街商铺"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/fea0b586fc310620baabd387b1aaa594/275x206n.jpg,[],嘉定宝安公路与裕民南路路口
3732256,和台B区,上海,11,静安区,2,上海火车站,118,上海静安区上海火车站中华新路199弄,内环内,,,,278㎡,54500m²,218500m²,"[{""id"": 207419, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 278}]",别墅,别墅户型,1997-12-08,2019年06月28日,1997年,1998年,"[""2019-06-08"", ""2015-08-28"", ""2015-04-30"", ""2014-10-03"", ""2014-06-30"", ""2009-06-18"", ""2007-05-25"", ""2006-07-11"", ""2006-05-09"", ""2006-03-30"", ""2018-11-20""]",{叠加别墅},叠加别墅,70年,3,40%,757,毛坯,,别墅,中海物业,4.8元/㎡/月,,772,1:1,售罄,售罄,售罄,"[""静安房管(2019)预字0000139号"", ""闸北房管(2015)预字0000467号"", ""闸北房管(2015)预字0000175号"", ""闸北房管(2014)预字0000562号"", ""闸北房管(2014)预字0000293号"", ""闸北房地(2009)预字0392号"", ""闸北房地(2007)预字448号"", ""闸北房地(2006)预字786"", ""闸北房地(2006)预字447"", ""闸北房地(2006)预字178号"", ""沪房地闸字2007第017880号""]","[""4#、5#、6#、7#、8#"", ""2#、3#、14#""]",佳兆业,万科集团,上海伦达物业管理有限公司,民电,民水,31.255185,121.462761,"""""","{""53"": ""高绿化率"", ""11"": ""内环内"", ""76"": ""厨卫全明"", ""73"": ""卧室全朝南"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""397"": ""动静分离"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""高绿化率"", ""内环内"", ""厨卫全明"", ""卧室全朝南"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/6764a35332df19808f763c6342c2838e/275x206n.jpg,[],宝昌路272号
6562293,银幸福雅居,上海,11,杨浦区,9,五角场,88,上海杨浦区五角场国权路39号金座,内中环,,,,,32478m²,180000m²,[],,,1997-10-08,,1997年,1998年,[],{},,50年,,35%,,带装修,,标准写字楼,万科物业,19元/㎡/月,,1065,,售罄,售罄,售罄,[],[],华侨城,,上海上风科盛投资有限公司,商电,商水,31.281891,121.515164,"{""service_num"": ""4006708287"", ""num"": """"}","{""29"": ""装修交付"", ""12"": ""内中环""}","[""装修交付"", ""内中环""]",https://pic4.ajkimg.com/display/xinfang/82d8db40595007b781c1cf1951e95c1d/275x206n.jpg,[],
3375344,外滩阳光轩,上海,11,杨浦区,9,东外滩,87,上海杨浦区东外滩平凉路339弄,内环内,16088元/㎡,16088元/㎡,首付181万，月供43748元,100-220㎡,,,"[{""id"": 881464, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 100}, {""id"": 881465, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 881466, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 881467, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 881468, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 881469, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 190}, {""id"": 881471, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 190}, {""id"": 881470, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 195}, {""id"": 881472, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 220}]",3/4室,"3室户型,4室户型",1997-11-15,2025年12月28日,1997年,1998年,"[""2025-12-16"", ""2025-11-12""]",超高层,高层,70年,,,240,,在建中，竣工时间：暂无数据,住宅,万科物业,,,,1:1.2,售罄,售罄,售罄,"[""杨浦房管（2025）预字0000435号"", ""杨浦房管（2025）预字0000370号""]","[""2-1#、5#、6-1#"", ""1-1#、3-1#""]",滨江集团,中信泰富地产,,民电,民水,31.269965,121.512255,"{""service_num"": ""4006708287"", ""num"": ""108990""}","{""56"": ""车位充足"", ""11"": ""内环内"", ""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""10"": ""多轨交"", ""276"": ""一房一价"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""92"": ""热搜盘"", ""91"": ""热评楼盘"", ""90"": ""人气楼盘"", ""641"": ""寄宿制中学"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""55"": ""小型社区"", ""50"": ""品牌开发商""}","[""车位充足"", ""内环内"", ""轨交房"", ""厨卫全明"", ""南北通透""]",https://pic4.ajkimg.com/display/xinfang/3475f95c322b9b29d1ac507782bcfe97/275x206n.jpg,"[{""id"": ""7318984"", ""loupan_id"": ""526820"", ""station_id"": ""10422"", ""subway_id"": ""1017"", ""city_id"": ""11"", ""distance"": ""848米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""18号线"", ""station_name"": ""平凉路"", ""distance_raw"": ""848""}, {""id"": ""7318991"", ""loupan_id"": ""526820"", ""station_id"": ""3112"", ""subway_id"": ""62"", ""city_id"": ""11"", ""distance"": ""883米"", ""status"": ""1"", ""last_update_time"": ""1774209761"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""杨树浦路"", ""distance_raw"": ""883""}, {""id"": ""7318992"", ""loupan_id"": ""526820"", ""station_id"": ""3113"", ""subway_id"": ""62"", ""city_id"": ""11"", ""distance"": ""1204米"", ""status"": ""1"", ""last_update_time"": ""1774209761"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""大连路"", ""distance_raw"": ""1204""}, {""id"": ""7318995"", ""loupan_id"": ""526820"", ""station_id"": ""2969"", ""subway_id"": ""56"", ""city_id"": ""11"", ""distance"": ""1204米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""12号线"", ""station_name"": ""大连路"", ""distance_raw"": ""1204""}, {""id"": ""7318996"", ""loupan_id"": ""526820"", ""station_id"": ""2970"", ""subway_id"": ""56"", ""city_id"": ""11"", ""distance"": ""1374米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""12号线"", ""station_name"": ""江浦公园"", ""distance_raw"": ""1374""}, {""id"": ""7318993"", ""loupan_id"": ""526820"", ""station_id"": ""120346"", ""subway_id"": ""1017"", ""city_id"": ""11"", ""distance"": ""1442米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""18号线"", ""station_name"": ""江浦公园"", ""distance_raw"": ""1442""}, {""id"": ""7318985"", ""loupan_id"": ""526820"", ""station_id"": ""10415"", ""subway_id"": ""1017"", ""city_id"": ""11"", ""distance"": ""1498米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""18号线"", ""station_name"": ""丹阳路"", ""distance_raw"": ""1498""}]",
6264613,世宅B区,上海,11,崇明区,20,长兴岛,207,上海崇明区长兴岛长兴岛渔乐路500弄,郊环外,,,,93-153㎡,别墅：63698m² 住宅：63698m²,别墅：76000m² 住宅：76000m²,"[{""id"": 54880, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 93}, {""id"": 54882, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 153}]",2/3室,"2室户型,3室户型",1997-08-13,,1997年,1998年,[],{多层},住宅：多层,别墅：70年 住宅：70年,别墅：1.5 住宅：1.5,别墅：40% 住宅：40%,别墅：340 住宅：340,别墅：毛坯 住宅：毛坯,,别墅,融创服务,别墅：1.78元/㎡/月 住宅：1.78元/㎡/月,,别墅：340 住宅：340,别墅：1:1 住宅：1:1,售罄,售罄,售罄,[],[],路劲,,上海致宝置业有限公司,别墅：民电,别墅：民水,31.39397,121.714666,"""""","{""31"": ""大平层"", ""16"": ""郊环外"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""603"": ""二级园"", ""597"": ""公办幼儿园""}","[""大平层"", ""郊环外"", ""配套纯熟"", ""便利店"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/9b4fec753cce2f0363466849714828a0/275x206n.jpg,[],崇明县长兴岛渔乐路500弄
7979700,福云天庄,上海,11,徐汇区,5,其他,10193,上海徐汇区其他钦州北路1089号,内中环,,,,,,20000m²,[],,,1997-09-21,,1997年,1998年,[],{},,50年,,,,,,标准写字楼,保利物业,,,1500,,售罄,售罄,售罄,[],[],朗诗,,,商电,商水,31.169871,121.421623,"{""service_num"": ""4006708287"", ""num"": """"}","{""101"": ""自持物业"", ""12"": ""内中环"", ""71"": ""便利店"", ""68"": ""医院""}","[""自持物业"", ""内中环"", ""便利店"", ""医院""]",https://pic4.ajkimg.com/display/xinfang/77c091c61b9caf28c13af68582274cc4/275x206n.jpg,[],徐汇漕河泾钦州北路1089号
8485310,四季翡翠榭,上海,11,宝山区,13,杨行,181,上海宝山区杨行宝杨路3077弄,外郊环,86元/㎡,86元/㎡,首付111万，月供27970元,92-143㎡,住宅：62343.31m²,住宅：194617.53m²,"[{""id"": 855733, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 92}, {""id"": 855736, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 105}, {""id"": 855737, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 105}, {""id"": 857388, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 105}, {""id"": 855738, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 128}, {""id"": 856399, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 136}, {""id"": 871021, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 139}, {""id"": 871022, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 139}, {""id"": 871023, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 139}, {""id"": 871027, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 142}, {""id"": 871028, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 142}, {""id"": 871029, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 142}, {""id"": 856398, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143}, {""id"": 871024, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143}, {""id"": 871025, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143}, {""id"": 871026, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143}]",别墅、3/4室,"3室户型,4室户型,别墅户型",1997-05-27,2025年08月28日,1997年,1998年,"[""2025-08-15"", ""2025-02-25"", ""2025-06-14"", ""2025-04-16"", ""2024-12-12""]",{高层},住宅：高层 别墅：叠加别墅,住宅：70年 别墅：70年,住宅：2 别墅：2,住宅：35% 别墅：35%,,,在建中，竣工时间：暂无数据,住宅,中海物业,,,,,售罄,售罄,售罄,"[""宝山房管（2025）预字0000232号"", ""宝山房管（2025）预字0000021号"", ""宝山房管（2025）预字0000166号"", ""宝山房管（2025）预字0000082号"", ""宝山房管（2024）预字0000395号""]","[""12#、21#、20#、26#、23#、27#、24#、13#、17#"", ""36#、40#、35#"", ""25#、22#、19#、14#、18#、15#、16#"", ""6#、9#、2#、3#"", ""4#、10#、1#""]",远洋,万科集团,,住宅：民电 别墅：民电,住宅：民水 别墅：民水,31.379873,121.459822,"{""service_num"": ""4006708287"", ""num"": ""15965""}","{""9"": ""轨交房"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""7"": ""项目在建"", ""15"": ""外郊环"", ""276"": ""一房一价"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""90"": ""人气楼盘"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""55"": ""小型社区"", ""50"": ""品牌开发商""}","[""轨交房"", ""厨卫全明"", ""南北通透"", ""卧室全朝南"", ""项目在建""]",https://pic4.ajkimg.com/display/xinfang/112deb5cac79793a06aecb36755ffb49/275x206n.jpg,"[{""id"": ""7299053"", ""loupan_id"": ""528388"", ""station_id"": ""3015"", ""subway_id"": ""59"", ""city_id"": ""11"", ""distance"": ""1491米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""1号线"", ""station_name"": ""宝安公路"", ""distance_raw"": ""1491""}]",
6679084,嘉华庭三期,上海,11,普陀区,10,长风,99,上海普陀区长风光复西路2899号1-11号,内环内,,,,,26835m²,107901m²,[],,,1997-09-13,,1997年,1998年,[],{},,50年,,25%,402,简装修,,标准写字楼,金地智慧服务,15.8元/㎡/月,,647,1：1.6,售罄,售罄,售罄,[],[],仁恒,,上海赢华房地产开发有限公司,商电,商水,31.23555,121.386103,"""""","{""29"": ""装修交付"", ""11"": ""内环内"", ""71"": ""便利店"", ""70"": ""银行""}","[""装修交付"", ""内环内"", ""便利店"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/7929dfdbd35a047083f2a48146e4a02b/275x206n.jpg,[],上海市普陀区光复西路2999号
5644369,万翠竹怡园,上海,11,松江区,15,九亭,141,上海松江区九亭九杜路505弄,外郊环,,,,89-128㎡,116730m²,179162m²,"[{""id"": 11535, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 150570, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 90}, {""id"": 11536, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 92}, {""id"": 150572, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 94}, {""id"": 11534, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 128}]",2/3室,"2室户型,3室户型",1997-07-20,,1997年,1998年,[],高层,小高层,70年,1.3,45%,1242,"毛坯,带装修",,住宅,招商积余,1.55元/㎡/月,,875,1.4:1,售罄,售罄,售罄,[],[],远洋,,上海松征房地产开发有限公司,民电,民水,31.156013,121.312996,"""""","{""53"": ""高绿化率"", ""52"": ""低容积"", ""29"": ""装修交付"", ""15"": ""外郊环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""高绿化率"", ""低容积"", ""装修交付"", ""外郊环"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/550722b33cd0801a8781814d1593b0b2/275x206n.jpg,[],上海市松江区九亭涞寅路958号
