楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型.1,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
2452009,普陀红树谷,上海,11,普陀区,10,长寿路,96,"上海普陀区长寿路东至:恒达广场,南至:新会路,西至:常德路,北至:长寿路",内环内,,,,,11648m²,79669.53m²,[],,,1998-10-20,,1998年,1999年,[],{},,50年,,,,,,标准写字楼,碧桂园服务,,,,,售罄,售罄,售罄,[],[],美的置业,旭辉集团,,商电,商水,31.258429,121.465619,"{""service_num"": ""4006708287"", ""num"": """"}","{""11"": ""内环内"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""50"": ""品牌开发商""}","[""内环内"", ""配套纯熟"", ""便利店"", ""银行"", ""医院""]",https://pic4.ajkimg.com/display/xinfang/802f2f7f3306b0a5331300fe1897940c/275x206n.jpg,[],
9613717,悦洲B区,上海,11,虹口区,8,北外滩,79,上海虹口区北外滩海平路18号,内环内,,,,128-360㎡,17840m²,81268m²,"[{""id"": 2211, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 127.68}, {""id"": 2212, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 240.24}, {""id"": 4784, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 278.75}, {""id"": 4783, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 304.06}, {""id"": 2213, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 359.84}]",2/3/4室,"2室户型,3室户型,4室户型",1998-06-16,,1998年,1999年,"[""2008-05-17""]","{高层,超高层}",高层、超高层,70年,4.55,35%,136,简装修,,住宅,融创服务,5.8元/㎡/月,,16,1:0.1,售罄,售罄,售罄,"[""虹口房地(2008)预字0218号""]",[],朗诗,,上海鹏欣（集团）有限公司,民电,民水,31.243684,121.507912,"{""service_num"": ""4006708287"", ""num"": """"}","{""29"": ""装修交付"", ""11"": ""内环内"", ""9"": ""轨交房"", ""10"": ""多轨交"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""641"": ""寄宿制中学"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""55"": ""小型社区""}","[""装修交付"", ""内环内"", ""轨交房"", ""多轨交"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/92e8ee31a84a59caf89a4ed92ddd5731/275x206n.jpg,"[{""id"": ""7259354"", ""loupan_id"": ""210637"", ""station_id"": ""121772"", ""subway_id"": ""12074"", ""city_id"": ""11"", ""distance"": ""298米"", ""status"": ""1"", ""last_update_time"": ""1774209760"", ""is_rail_loupan"": ""1"", ""subway_name"": ""19号线"", ""station_name"": ""提篮桥"", ""distance_raw"": ""298""}, {""id"": ""7196459"", ""loupan_id"": ""210637"", ""station_id"": ""2968"", ""subway_id"": ""56"", ""city_id"": ""11"", ""distance"": ""419米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""12号线"", ""station_name"": ""提篮桥"", ""distance_raw"": ""419""}, {""id"": ""7196456"", ""loupan_id"": ""210637"", ""station_id"": ""2967"", ""subway_id"": ""56"", ""city_id"": ""11"", ""distance"": ""1013米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""12号线"", ""station_name"": ""国际客运中心"", ""distance_raw"": ""1013""}, {""id"": ""7259362"", ""loupan_id"": ""210637"", ""station_id"": ""121791"", ""subway_id"": ""12074"", ""city_id"": ""11"", ""distance"": ""1054米"", ""status"": ""1"", ""last_update_time"": ""1774209760"", ""is_rail_loupan"": ""1"", ""subway_name"": ""19号线"", ""station_name"": ""周家嘴路"", ""distance_raw"": ""1054""}, {""id"": ""7197503"", ""loupan_id"": ""210637"", ""station_id"": ""3112"", ""subway_id"": ""62"", ""city_id"": ""11"", ""distance"": ""1212米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""杨树浦路"", ""distance_raw"": ""1212""}, {""id"": ""7196458"", ""loupan_id"": ""210637"", ""station_id"": ""2969"", ""subway_id"": ""56"", ""city_id"": ""11"", ""distance"": ""1230米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""12号线"", ""station_name"": ""大连路"", ""distance_raw"": ""1230""}, {""id"": ""7197505"", ""loupan_id"": ""210637"", ""station_id"": ""3113"", ""subway_id"": ""62"", ""city_id"": ""11"", ""distance"": ""1230米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""大连路"", ""distance_raw"": ""1230""}, {""id"": ""7197507"", ""loupan_id"": ""210637"", ""station_id"": ""3114"", ""subway_id"": ""62"", ""city_id"": ""11"", ""distance"": ""1419米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""4号线"", ""station_name"": ""临平路"", ""distance_raw"": ""1419""}]",虹口区海平路18号（近东大名路公平路码头）
854048,碧幸福里,上海,11,浦东,7,航头,149,上海浦东航头航鹤路1699号,外郊环,,,,194-265㎡,别墅：340477m² 住宅：340477m²,别墅：206000m² 住宅：206000m²,[],别墅,别墅户型,1998-07-27,,1998年,1999年,[],{联排别墅},别墅：联排别墅,别墅：70年 住宅：70年,别墅：0.6 住宅：0.6,别墅：35% 住宅：35%,别墅：846 住宅：846,别墅：毛坯 住宅：毛坯,,别墅,碧桂园服务,别墅：2.25元/㎡/月 住宅：2.25元/㎡/月,,别墅：994 住宅：994,别墅：1:1.2 住宅：1:1.2,售罄,售罄,售罄,[],[],滨江集团,,中华企业,别墅：民电,别墅：民水,31.048191,121.608981,"""""","{""56"": ""车位充足"", ""52"": ""低容积"", ""9"": ""轨交房"", ""15"": ""外郊环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""车位充足"", ""低容积"", ""轨交房"", ""外郊环"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/d9a0c7e24acaecd9bc2f0d6bec5817df/275x206n.jpg,"[{""id"": ""7196673"", ""loupan_id"": ""202031"", ""station_id"": ""10881"", ""subway_id"": ""1017"", ""city_id"": ""11"", ""distance"": ""1217米"", ""status"": ""1"", ""last_update_time"": ""1774209759"", ""is_rail_loupan"": ""1"", ""subway_name"": ""18号线"", ""station_name"": ""下沙"", ""distance_raw"": ""1217""}]",南汇区航头镇航鹤路1699号
2535646,浦江半岛源,上海,11,闵行区,11,浦江,114,上海闵行区浦江恒南路1111弄（近江月路）,外郊环,,,,,29893m²,73320m²,[],,,1998-07-26,,1998年,1999年,[],{},,50年,,20%,,,,标准写字楼,招商积余,4元/㎡/月,,432,,售罄,售罄,售罄,[],[],佳兆业,复地集团,,商电,商水,31.076057,121.523702,"""""","{""57"": ""人车分流"", ""9"": ""轨交房"", ""15"": ""外郊环"", ""70"": ""银行"", ""591"": ""放松限购"", ""366"": ""前滩辐射区"", ""50"": ""品牌开发商""}","[""人车分流"", ""轨交房"", ""外郊环"", ""银行"", ""放松限购""]",https://pic4.ajkimg.com/display/xinfang/6b09cfaa7618bb3a346acc43a7fe664f/275x206n.jpg,"[{""id"": ""7198410"", ""loupan_id"": ""451020"", ""station_id"": ""3200"", ""subway_id"": ""66"", ""city_id"": ""11"", ""distance"": ""821米"", ""status"": ""1"", ""last_update_time"": ""1774209760"", ""is_rail_loupan"": ""1"", ""subway_name"": ""8号线"", ""station_name"": ""江月路"", ""distance_raw"": ""821""}]",闵行区浦江镇恒南路1111弄
6411383,御花园一期,上海,11,青浦区,19,赵巷,165,上海青浦区赵巷业煌路128弄,外郊环,,,,112-320㎡,86786m²,88522m²,"[{""id"": 205383, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 112}, {""id"": 113478, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 183}, {""id"": 205378, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 183}, {""id"": 113477, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 217}, {""id"": 205376, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 217}, {""id"": 113479, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 270}, {""id"": 242886, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 320}]",3/5室、别墅,"3室户型,5室户型,别墅户型",1998-07-11,,1998年,1999年,[],"{独栋别墅,联排别墅,叠加别墅}",独栋别墅、联排别墅、叠加别墅,70年,1.02,35%,428,简装修,,别墅,万科物业,4.2~4.59元/㎡/月,,300,1:0.7,售罄,售罄,售罄,"[""青浦房管(2014)预字0000669号"", ""青浦房管(2014)预字0000782号"", ""青浦房管(2015)预字0000104号""]",[],路劲,,绿地地产集团有限公司,民电,民水,31.157155,121.255719,"{""service_num"": ""4006708287"", ""num"": """"}","{""29"": ""装修交付"", ""15"": ""外郊环"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""装修交付"", ""外郊环"", ""配套纯熟"", ""银行"", ""学校""]",https://pic4.ajkimg.com/display/xinfang/99ebb3b2a60dd5bab9dffa627b3f758b/275x206n.jpg,[],上海市青浦区业煌路128弄 业煌路128弄
7152498,泰梦想庄,上海,11,普陀区,10,长寿路,96,上海普陀区长寿路昌化路780弄,内环内,332元/㎡,332元/㎡,首付399万，月供95935元,192-350㎡,别墅：26290m² 住宅：26290m²,别墅：61207.5m² 住宅：61207.5m²,"[{""id"": 764991, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 192}, {""id"": 764990, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 205}, {""id"": 764992, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 350}]",别墅,别墅户型,1998-03-07,2022年07月29日,1998年,1999年,"[""2019-12-18"", ""2022-07-11""]",{叠加别墅},别墅：叠加别墅 住宅：高层,别墅：70年 住宅：70年,别墅：2.5 住宅：2.5,别墅：35% 住宅：35%,别墅：384 住宅：384,别墅：带装修 住宅：带装修,在建中，竣工时间：暂无数据,别墅,中海物业,别墅：7.7元/㎡/月 住宅：7.7元/㎡/月,,别墅：549 住宅：549,别墅：1:1.4 住宅：1:1.4,售罄,售罄,售罄,"[""普陀房管（2019）预字0000345号"", ""沪（2022）普字不动产权第006301号""]","[""4#、3#、1#、2#"", ""8#、6#、7#、9#、10#、5#""]",新城控股,,上海泰利置业有限公司,别墅：民电,别墅：民水,31.262412,121.451562,"{""service_num"": ""4006708287"", ""num"": """"}","{""559"": ""现房"", ""56"": ""车位充足"", ""29"": ""装修交付"", ""11"": ""内环内"", ""7"": ""项目在建"", ""78"": ""大户型"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""现房"", ""车位充足"", ""装修交付"", ""内环内"", ""项目在建""]",https://pic4.ajkimg.com/display/xinfang/b9c2160e4464f8e50f16666c621d5d1b/275x206n.jpg,[],上海市普陀区昌化路780号
7520631,宝业春天筑,上海,11,青浦区,19,白鹤,155,上海青浦区白鹤程鹤路383弄,郊环外,3505元/㎡,3505元/㎡,首付27万，月供6898元,86-95㎡,22309.2m²,65000.98m²,"[{""id"": 770699, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 86}, {""id"": 770700, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 95}]",2/3室,"2室户型,3室户型",1998-03-14,2023年03月31日,1998年,1999年,"[""2023-03-15"", ""2022-10-26""]",多层,小高层、高层,70年,2,35%,510,带装修,已竣工，竣工时间：2024-08-30,住宅,合景悠活,2.9元/㎡/月,,512,1:1,售罄,售罄,售罄,"[""青浦房管(2023)预字0000049号"", ""青浦房管（2022）预字0000261号""]","[""4#、3#、5#"", ""1#、2#、6#、7#、8#""]",阳光城,宝业集团,上海宝延房地产开发有限公司,民电,民水,31.274292,121.152579,"{""service_num"": ""4006708287"", ""num"": ""27070""}","{""559"": ""现房"", ""557"": ""项目竣工"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""16"": ""郊环外"", ""276"": ""一房一价"", ""5"": ""低单价"", ""69"": ""学校"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""604"": ""三级园"", ""603"": ""二级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购"", ""563"": ""23年二批次"", ""548"": ""22年六批次"", ""541"": ""3D沙盘"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""现房"", ""项目竣工"", ""装修交付"", ""厨卫全明"", ""南北通透""]",https://pic4.ajkimg.com/display/xinfang/e96615ad82866451079432013bf28f50/275x206n.jpg,[],青浦区白鹤镇程鹤路与老白石路交叉口
7066782,金堂B区,上海,11,宝山区,13,淞南,129,上海宝山区淞南淞良路29号(近淞塘路),中外环,,,,88-140㎡,53665m²,48000m²,"[{""id"": 136838, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 88}, {""id"": 147498, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 140}]",2/3室,"2室户型,3室户型",1998-04-27,,1998年,1999年,[],{高层},高层,,,,503,,,住宅,雅生活服务,3.2元/㎡/月,,603,1:1.2,售罄,售罄,售罄,"[""宝山房地(2008)预字0684号"", ""宝山房地(2009)预字0099号"", ""宝山房管(2009)预字0931号"", ""沪房地宝字2010第041467号"", ""宝山房管(2015)预字0000280号""]",[],新城控股,,上海浦东新区房地产(集团)有限公司,民电,民水,31.349316,121.476197,"""""","{""56"": ""车位充足"", ""13"": ""中外环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""车位充足"", ""中外环"", ""配套纯熟"", ""便利店"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/e105e3ab655dcf8daeaf3065955e1fd3/275x206n.jpg,[],宝山区淞良路29号
6695696,御玉兰都,上海,11,奉贤区,17,临港蓝湾,20102,上海奉贤区临港蓝湾正旭路399弄,外郊环,3001元/㎡,3001元/㎡,首付34万，月供8670元,96-124㎡,71349.7m²,155111.5m²,"[{""id"": 744150, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 96}, {""id"": 656818, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 97}, {""id"": 744152, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 97}, {""id"": 656826, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 108}, {""id"": 744153, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 119}, {""id"": 744154, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 121}]",3/4室,"3室户型,4室户型",1998-05-24,2022年06月26日,1998年,1999年,"[""2021-06-15"", ""2021-11-05"", ""2022-06-13"", ""2022-06-13""]","{多层,小高层}",多层、小高层,70年,1.6,35%,740,"毛坯,带装修",已竣工，竣工时间：2023-03-31,住宅,雅生活服务,3.8元/㎡/月,,1092,1:1.2,售罄,售罄,售罄,"[""自贸临管房管(2021)预字0000173号"", ""自贸临管房管（2021）预字0000323号"", ""自贸临管房管(2022)预字0000072号"", ""自贸临管房管(2022)预字0000074号""]","[""8#、7#、9#、11#、10#、13#、15#、17#、18#"", ""1#、2#、3#、5#、6#"", ""二期1#、二期2#、二期3#、二期5#、二期6#、二期7#、二期8#"", ""二期10#、二期11#、二期12#、二期15#、二期16#、二期18#、二期19#""]",保利,大名城,大名城,民电,民水,30.864222,121.738725,"""""","{""559"": ""现房"", ""557"": ""项目竣工"", ""81"": ""大阳台"", ""56"": ""车位充足"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""15"": ""外郊环"", ""32"": ""绿色住宅"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""452"": ""22年二批次"", ""450"": ""临港新片区"", ""279"": ""品质好房"", ""263"": ""VR看房"", ""97"": ""刚需直选"", ""50"": ""品牌开发商""}","[""现房"", ""项目竣工"", ""大阳台"", ""车位充足"", ""低容积""]",https://pic4.ajkimg.com/display/xinfang/1857c7b3f23a6ceaca303433923411dc/275x206n.jpg,[],奉贤区正旭路399弄
179259,恒盛乐居花园,上海,11,普陀区,10,桃浦,105,上海普陀区桃浦武威东路788弄(近桃浦西路),中外环,,,,70-165㎡,91740m²,180000m²,"[{""id"": 25873, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 69.59}, {""id"": 5447, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89}, {""id"": 22635, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 90}, {""id"": 5448, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139}, {""id"": 25875, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 139.86}, {""id"": 25874, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 165.33}]",1/2/3/4室,"1室户型,2室户型,3室户型,4室户型",1998-03-28,,1998年,1999年,[],{小高层},小高层,70年,2.02,37%,1400,毛坯,,住宅,融创服务,2.02元/㎡/月,,1039,1:4.3,售罄,售罄,售罄,[],[],融创,,上海华盛建设(集团)有限公司,民电,民水,31.289209,121.402052,"{""service_num"": ""4006708287"", ""num"": """"}","{""57"": ""人车分流"", ""56"": ""车位充足"", ""53"": ""高绿化率"", ""13"": ""中外环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""79"": ""小户型"", ""78"": ""大户型"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""600"": ""市级示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""人车分流"", ""车位充足"", ""高绿化率"", ""中外环"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/b6713b258361e0ff6648053969fb54c6/275x206n.jpg,[],普陀武威东路788弄（近桃浦西路）
