楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型.1,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
5684234,恒水岸苑,上海,11,金山区,18,朱泾,153,上海金山区朱泾沈浦泾南路618弄,外郊环,4657元/㎡,4657元/㎡,首付38万，月供9726元,90-144㎡,69000m²,210000m²,"[{""id"": 688443, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 90}, {""id"": 688444, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 688600, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 121}, {""id"": 688601, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 128}, {""id"": 688603, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 129}, {""id"": 688615, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 132}, {""id"": 688610, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 135}, {""id"": 688613, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 144}]",3/4室,"3室户型,4室户型",2000-04-26,2023年07月06日,2000年,2001年,"[""2021-07-07"", ""2023-06-21""]",{高层},高层,70年,2.2,35%,1138,"毛坯,带装修",已竣工，竣工时间：2023-05-31,住宅,万科物业,3元/㎡/月,,1572,1:1.2,售罄,售罄,售罄,"[""金山房管(2021)预字0000200号"", ""金山房管（2023）预字0000197号""]","[""11#、10#、8#、4#、1#"", ""3#、2#、7#、9#、12#、13#""]",中南,,上海城展置业有限公司,民电,民水,30.898762,121.172888,"{""service_num"": ""4006708287"", ""num"": ""78326""}","{""559"": ""现房"", ""557"": ""项目竣工"", ""56"": ""车位充足"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""15"": ""外郊环"", ""276"": ""一房一价"", ""5"": ""低单价"", ""4"": ""低总价"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""82"": ""双卫生间"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""603"": ""二级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购"", ""571"": ""23年五批次"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房""}","[""现房"", ""项目竣工"", ""车位充足"", ""装修交付"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/1e1b49589817b1893845da0c30c11dd4/275x206n.jpg,[],金山区朱泾镇清泉路东侧
7921426,金榜世纪家,上海,11,金山区,18,朱泾,153,上海金山区朱泾健康路688弄,外郊环,,,,88-144㎡,7306m²,49776m²,"[{""id"": 12495, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 90.81}, {""id"": 12497, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 87.66}, {""id"": 12496, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 97.65}, {""id"": 12498, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 111}, {""id"": 186819, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143.6}]",2/3/4室,"2室户型,3室户型,4室户型",2000-11-27,,2000年,2001年,[],"{多层,小高层}",多层、小高层,70年,1.09,45%,416,毛坯,,住宅,融创服务,0.83~1.25元/㎡/月,,350,1:0.8,售罄,售罄,售罄,[],[],碧桂园,,上海北桥房地产有限公司,民电,民水,30.900943,121.167641,"{""service_num"": ""4006708287"", ""num"": """"}","{""53"": ""高绿化率"", ""52"": ""低容积"", ""15"": ""外郊环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""603"": ""二级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""高绿化率"", ""低容积"", ""外郊环"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/14395b24071955f42a3daf82d55e3837/275x206n.jpg,[],健康路638号-642号
7497900,龙台,上海,11,嘉定区,14,嘉定镇,157,上海嘉定区嘉定镇嘉定希望路978弄,,,,,,13000m²,29424m²,[],,,2000-03-17,,2000年,2001年,[],{商住},,50年,,26%,,带装修,,标准写字楼,华润万象生活,,,,,售罄,售罄,售罄,[],[],雅居乐,,,商电,商水,31.332377,121.26876,"""""","{""29"": ""装修交付"", ""71"": ""便利店"", ""70"": ""银行"", ""68"": ""医院"", ""55"": ""小型社区""}","[""装修交付"", ""便利店"", ""银行"", ""医院"", ""小型社区""]",https://pic4.ajkimg.com/display/xinfang/b3cb5e3cd6d557d653d75261c6b7a0b4/275x206n.jpg,[],上海市嘉定区合作路伊宁路路口
639078,泰翠竹台,上海,11,青浦区,19,青浦新城,166,上海青浦区青浦新城淀山湖大道851号（地铁17号线淀山湖大道站）,郊环外,,,,,88800m²,447500m²,[],,,2000-12-06,,2000年,2001年,[],多层,,,,,382,毛坯,,住宅,合景悠活,2.5元/㎡/月,,2959,1:7,售罄,售罄,售罄,"[""青浦房管(2015)预字0000274号"", ""青浦房管(2015)预字0000460号"", ""青浦房管(2016)预字0000484号"", ""青浦房管(2016)预字0000529号""]",[],招商蛇口,,,民电,民水,31.125067,121.098002,"{""service_num"": ""4006708287"", ""num"": """"}","{""56"": ""车位充足"", ""16"": ""郊环外"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""64"": ""购物中心"", ""641"": ""寄宿制中学"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""625"": ""寄宿制小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""车位充足"", ""郊环外"", ""配套纯熟"", ""银行"", ""学校""]",https://pic4.ajkimg.com/display/xinfang/c7b290b688426434e15ea837841cc98c/275x206n.jpg,[],青浦区淀山湖大道851号地铁17号线淀山湖大道站（在建中）
5795840,上海碧水林,上海,11,普陀区,10,真如,176,上海普陀区真如古浪路391弄,中外环,,,,570-590㎡,26826m²,27631m²,"[{""id"": 279405, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 570}, {""id"": 279406, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 583}, {""id"": 279408, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 590}, {""id"": 279410, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 590}, {""id"": 392015, ""rooms"": 8, ""room_alias"": ""八室"", ""area"": 573}, {""id"": 392024, ""rooms"": 12, ""room_alias"": ""十二室"", ""area"": 580}]",别墅,别墅户型,2000-05-25,,2000年,2001年,"[""2014-11-21""]",高层,独栋别墅、双拼别墅,70年,0.52,49%,20,毛坯,,别墅,雅生活服务,12.3元/㎡/月,,58,1:2.9,售罄,售罄,售罄,"[""沪房管(普陀)交付许(2014)第006号""]",[],正荣,,上海申豪房地产有限公司,民电,民水,31.305884,121.407041,"""""","{""56"": ""车位充足"", ""53"": ""高绿化率"", ""13"": ""中外环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""600"": ""市级示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""263"": ""VR看房"", ""55"": ""小型社区""}","[""车位充足"", ""高绿化率"", ""中外环"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/65067a2aae4f4087af17524c0a719585/275x206n.jpg,[],普陀区古浪路391弄 古浪路391弄
1329086,蓝台一期,上海,11,青浦区,19,朱家角,167,上海青浦区朱家角章练塘路880弄,郊环外,,,,78-138㎡,36499m²,76963m²,"[{""id"": 114584, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 78}, {""id"": 114588, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 90}, {""id"": 114581, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 114585, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89}, {""id"": 35369, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 113}, {""id"": 35370, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 138}]",1/2/3室,"1室户型,2室户型,3室户型",2000-04-16,,2000年,2001年,[],"{多层,小高层}",多层、小高层,70年,1.8,40%,634,"毛坯,带装修",,住宅,新城悦服务,1.68元/㎡/月,,472,1:0.72,售罄,售罄,售罄,[],[],绿城,,旭辉置业有限公司,民电,民水,31.006797,121.061308,"{""service_num"": ""4006708287"", ""num"": """"}","{""53"": ""高绿化率"", ""52"": ""低容积"", ""29"": ""装修交付"", ""16"": ""郊环外"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""78"": ""大户型"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""603"": ""二级园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""高绿化率"", ""低容积"", ""装修交付"", ""郊环外"", ""银行""]",https://pic4.ajkimg.com/display/xinfang/7dcb0f1d8d6f3762ff2756f95b4d8ce8/275x206n.jpg,[],章练塘镇泾珠路（镇政府向北100米）
2544407,御银河洲,上海,11,奉贤区,17,南桥,151,上海奉贤区南桥清宁路万顺路,外郊环,,,,77-128㎡,47140.7m²,75425.12m²,"[{""id"": 116156, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 77}, {""id"": 116157, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 90}, {""id"": 116158, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 108}]",2/3室、别墅,"2室户型,3室户型,别墅户型",2000-11-21,,2000年,2001年,[],高层,叠加别墅,70年,1.6,35%,703,"毛坯,带装修",,别墅,华润万象生活,2.4元/㎡/月,,824,1.17,售罄,售罄,售罄,[],[],华侨城,,,民电,民水,30.965479,121.531654,"""""","{""29"": ""装修交付"", ""9"": ""轨交房"", ""15"": ""外郊环"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购""}","[""装修交付"", ""轨交房"", ""外郊环"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/b35406d95d7a2aaba2193dce6bf6e472/275x206n.jpg,"[{""id"": ""7329719"", ""loupan_id"": ""253185"", ""station_id"": ""121505"", ""subway_id"": ""12082"", ""city_id"": ""11"", ""distance"": ""902米"", ""status"": ""1"", ""last_update_time"": ""1774209758"", ""is_rail_loupan"": ""1"", ""subway_name"": ""南枫线"", ""station_name"": ""金大公路"", ""distance_raw"": ""902""}]",奉贤区清宁路万顺路
2301179,奉发盛世汇,上海,11,奉贤区,17,奉贤新城,25969,上海奉贤区奉贤新城碧园路192弄18号,外郊环,6132元/㎡,6132元/㎡,首付32万，月供8067元,99-153㎡,住宅：22169.96m² 别墅：22169.96m²,住宅：34859.08m² 别墅：34859.08m²,"[{""id"": 804028, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99}, {""id"": 804029, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 121}, {""id"": 804030, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 143}, {""id"": 804031, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 153}]",3/4室、别墅,"3室户型,4室户型,别墅户型",2000-09-22,2023年07月19日,2000年,2001年,"[""2023-07-06""]",超高层,住宅：高层 别墅：叠加别墅,住宅：70年 别墅：70年,住宅：1.6 别墅：1.6,住宅：35% 别墅：35%,住宅：340 别墅：340,"住宅：毛坯,带装修 别墅：毛坯,带装修",已竣工，竣工时间：暂无数据,住宅,新城悦服务,住宅：3.5元/㎡/月 别墅：4.5元/㎡/月,,住宅：433 别墅：433,住宅：1:1.3 别墅：1:1.3,售罄,售罄,售罄,"[""奉贤房管（2023）预字0000208号""]","[""1#、3#、2#、5#、7#、6#、9#、8#""]",远洋,奉发集团,,住宅：民电 别墅：民电,住宅：民水 别墅：民水,30.964073,121.479608,"""""","{""557"": ""项目竣工"", ""482"": ""国企开发"", ""56"": ""车位充足"", ""52"": ""低容积"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""15"": ""外郊环"", ""276"": ""一房一价"", ""5"": ""低单价"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""64"": ""购物中心"", ""78"": ""大户型"", ""401"": ""户型方正"", ""85"": ""主卧套房"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""597"": ""公办幼儿园"", ""591"": ""放松限购"", ""577"": ""23年六批次"", ""541"": ""3D沙盘"", ""540"": ""日照模拟"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""项目竣工"", ""国企开发"", ""车位充足"", ""低容积"", ""装修交付""]",https://pic4.ajkimg.com/display/xinfang/5f793aa3fbb4b4c934fc07ce5a6376aa/275x206n.jpg,[],
8738347,博筑B区,上海,11,黄浦区,4,豫园,34,上海黄浦区豫园露香园路88弄,内环内,,,,206-330㎡,15800m²,38600m²,"[{""id"": 75243, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 206}, {""id"": 75241, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 212}, {""id"": 75242, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 222}, {""id"": 75235, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 243.19}, {""id"": 75236, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 275}, {""id"": 75240, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 330}]",3/4/5室,"3室户型,4室户型,5室户型",2000-06-22,2020年09月23日,2000年,2001年,"[""2014-05-18"", ""2013-07-13""]","{小高层,高层}",小高层、高层,70年,3.2,35%,152,简装修,,住宅,绿城服务,8.19元/㎡/月,,130,1:0.9,售罄,售罄,售罄,"[""黄浦房管(2014)预字0000192号"", ""黄浦房管(2013)预字0000159号""]",[],远洋,,上海城投置地（集团）有限公司,民电,民水,31.235069,121.507862,"{""service_num"": ""4006708287"", ""num"": """"}","{""31"": ""大平层"", ""29"": ""装修交付"", ""11"": ""内环内"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""67"": ""生态绿地"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""638"": ""民办中学"", ""637"": ""公办中学"", ""636"": ""公办小学"", ""635"": ""民办小学"", ""624"": ""九年一贯制"", ""603"": ""二级园"", ""602"": ""一级园"", ""601"": ""示范园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园"", ""55"": ""小型社区""}","[""大平层"", ""装修交付"", ""内环内"", ""配套纯熟"", ""便利店""]",https://pic4.ajkimg.com/display/xinfang/ede65a38d7fd70adfefae13cf9cdb9ee/275x206n.jpg,[],黄浦区露香园路1号（近淮海东路）
7376205,绿南国公寓,上海,11,崇明区,20,陈家镇,205,上海崇明区陈家镇揽海路169弄,郊环外,,,,230-355㎡,22092m²,73147m²,"[{""id"": 23068, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 300}, {""id"": 248679, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 304}, {""id"": 23069, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 310}, {""id"": 23063, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 330}, {""id"": 23066, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 300}, {""id"": 23062, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 330}, {""id"": 23064, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 340}, {""id"": 55754, ""rooms"": 6, ""room_alias"": ""六室"", ""area"": 355}]",别墅,别墅户型,2000-09-09,,2000年,2001年,[],多层,,,,60%,349,毛坯,,别墅,金地智慧服务,,,698,1:2,售罄,售罄,售罄,"[""崇明房管(2010)预字0135号""]",[],远洋,,浙江保亿置业集团有限公司,民电,民水,31.476222,121.811008,"""""","{""56"": ""车位充足"", ""53"": ""高绿化率"", ""16"": ""郊环外"", ""70"": ""银行"", ""78"": ""大户型"", ""637"": ""公办中学"", ""624"": ""九年一贯制"", ""604"": ""三级园"", ""602"": ""一级园"", ""598"": ""民办幼儿园"", ""597"": ""公办幼儿园""}","[""车位充足"", ""高绿化率"", ""郊环外"", ""银行"", ""大户型""]",https://pic4.ajkimg.com/display/xinfang/74fd8e1285c34d2e184a0fcba8199c4f/275x206n.jpg,[],崇明陈家镇揽海路169弄
