楼盘ID,楼盘名称,城市名称,城市ID,区域名称,区域ID,子区域名称,子区域ID,地址,环线位置,最新价格,参考价格,房贷计算信息,面积范围,占地面积,建筑面积,房间面积信息,户型文本描述,全部户型,开盘日期,开盘日期备注,开盘时间,交房时间,发证时间,建筑类型,建筑类型.1,产权年限,容积率,绿化率,规划户数,装修情况,工程进度,物业类型,物业公司,物业管理费,物业特色,车位数,车位比,销售状态,销售标题,租售标题,预售证号,绑定楼栋,开发商,开发商品牌,投资商,供电,供水,百度地图纬度,百度地图经度,400电话,所有标签列表,标签列表,默认图片,规交信息,售楼处地址
4675910,福理想家园,三亚,51,乐东,4917,龙栖湾,5084,三亚乐东龙栖湾九所中心大道25号,,3542元/㎡,3542元/㎡,首付12万，月供2867元,45-81㎡,32000m²,60000m²,"[{""id"": 825891, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 44.5}, {""id"": 825890, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 46.27}, {""id"": 825893, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 53.36}, {""id"": 825889, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 57.61}, {""id"": 825894, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 50.57}, {""id"": 825892, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 76.47}, {""id"": 825888, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 81.4}]",1/2室,"1室户型,2室户型",2009-12-06,2022年01月01日,2009年,2010年,"[""2023-10-26""]",{},,50年,,40%,956,带装修,,住宅,合景悠活,,,236,,售罄,售罄,售罄,"[""乐房售证字【2019】008号""]","[""2#""]",雅居乐,,,民电,民水,18.454164,108.914138,"{""service_num"": ""4006708287"", ""num"": ""103757""}","{""559"": ""现房"", ""53"": ""高绿化率"", ""29"": ""装修交付"", ""5"": ""低单价"", ""4"": ""低总价"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""65"": ""商业街"", ""64"": ""购物中心"", ""79"": ""小户型"", ""90"": ""人气楼盘""}","[""现房"", ""高绿化率"", ""装修交付"", ""低单价"", ""低总价""]",https://pic4.ajkimg.com/display/xinfang/2a2d6e6af0a7767a36fbd94e4e6dac8e/275x206n.jpg,[],乐动九所中心大道25号
2454841,万宝康城名城,三亚,51,吉阳区,10250,大东海,4937,三亚吉阳区大东海大东海路景观大道南侧鹿回头公园半山腰,,,,,60-140㎡,25041m²,30100m²,"[{""id"": 50424, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 60.33}, {""id"": 50427, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 64.02}, {""id"": 50433, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 64.08}, {""id"": 50422, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 71.08}, {""id"": 50418, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 71.48}, {""id"": 50426, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 88.69}, {""id"": 50432, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 89.03}, {""id"": 50438, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 90.58}, {""id"": 50420, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 133.21}, {""id"": 50423, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 139.88}, {""id"": 50425, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 112.98}, {""id"": 50429, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 116.16}]",1/2/3室,"1室户型,2室户型,3室户型",2009-10-15,,2009年,2010年,[],{小高层},小高层,70年,1.2,51%,463,带装修,,住宅,绿城服务,2.2元/㎡/月,,105,1:1,售罄,售罄,售罄,[],[],佳兆业,,三亚万宝房地产开发有限公司,民电,民水,18.227045,109.501183,"""""","{""53"": ""高绿化率"", ""52"": ""低容积"", ""29"": ""装修交付"", ""63"": ""旅游地产"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""79"": ""小户型"", ""78"": ""大户型""}","[""高绿化率"", ""低容积"", ""装修交付"", ""旅游地产"", ""配套纯熟""]",https://pic4.ajkimg.com/display/xinfang/948a0550a4f8bc7c38a5c1ff1c9ff1fd/275x206n.jpg,[],三亚市榆亚大道18号（南边海路路口处）
5977155,福园三期,三亚,51,东方,6181,东方,6186,三亚东方东方八所镇滨海北路42号,,6691元/㎡,6691元/㎡,首付9万，月供2329元,42-128㎡,53200m²,141000m²,"[{""id"": 746777, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 42}, {""id"": 746785, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 63}, {""id"": 855701, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 42}, {""id"": 746780, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 85}, {""id"": 746784, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 122}, {""id"": 746782, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 128}, {""id"": 855702, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 85}]",1/2/4室,商业户型,2009-06-24,2022年01月29日,2009年,2010年,"[""2023-01-13"", ""2022-01-29""]",高层,,70年,2,30%,720,简装修,在建中，竣工时间：2023-12-31,商业,保利物业,3.6元/㎡/月,,460,,售罄,售罄,售罄,"[""（2023）东房预字（0001）号"", ""(2022)东房预字(0001)号""]","[""2#""]",远洋,,海南阳光绿苑房地产开发有限公司,商电,商水,19.12514,108.669892,"""""","{""559"": ""现房"", ""81"": ""大阳台"", ""29"": ""装修交付"", ""7"": ""项目在建"", ""5"": ""低单价"", ""90"": ""人气楼盘""}","[""现房"", ""大阳台"", ""装修交付"", ""项目在建"", ""低单价""]",https://pic4.ajkimg.com/display/xinfang/56837a90ada2804f5b6abad6eecad721/275x206n.jpg,[],海南省东方市八所镇滨海北路42号
3486332,新世纪墅,三亚,51,乐东,4917,龙栖湾,5084,三亚乐东龙栖湾龙栖湾旅游度假区,,6298元/㎡,6298元/㎡,首付22万，月供5375元,104-244㎡,住宅：204601.98m² 别墅：204601.98m²,住宅：400000m² 别墅：400000m²,"[{""id"": 640727, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 104}, {""id"": 640723, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 106}, {""id"": 640725, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 106}, {""id"": 640728, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 110}, {""id"": 827839, ""rooms"": 5, ""room_alias"": ""五室"", ""area"": 122}, {""id"": 875773, ""rooms"": 7, ""room_alias"": ""七室"", ""area"": 244}]",3室、别墅,"3室户型,别墅户型",2009-09-18,2022年04月30日,2009年,2010年,"[""2022-04-30"", ""2021-07-30"", ""2020-10-26"", ""2020-03-04""]","{低层,高层}",住宅：低层、高层,住宅：70年 别墅：70年,住宅：2 别墅：2,住宅：40% 别墅：40%,住宅：4012 别墅：4012,住宅：带装修 别墅：带装修,已竣工，竣工时间：2024-12-31,住宅,中海物业,住宅：3.98元/㎡/月,,住宅：2585 别墅：2585,,售罄,售罄,售罄,"[""乐房售证字（2022）003号"", ""乐房售证字（2021）011号"", ""乐房售证字（2020）005号"", ""乐房售证字（2020）001号""]","[""15#、20#"", ""2#、5#、43#、45#"", ""6#、7#、8#、10#、12#、13#、14#"", ""9#、11#""]",仁恒,海南中城投置业有限公司,清凤集团,住宅：民电,住宅：民水,18.426364,108.990038,"""""","{""559"": ""现房"", ""557"": ""项目竣工"", ""81"": ""大阳台"", ""53"": ""高绿化率"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""5"": ""低单价"", ""4"": ""低总价"", ""60"": ""海景地产"", ""78"": ""大户型"", ""404"": ""客餐厅相连"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""83"": ""双阳台"", ""90"": ""人气楼盘"", ""263"": ""VR看房"", ""54"": ""大型社区"", ""50"": ""品牌开发商""}","[""现房"", ""项目竣工"", ""大阳台"", ""高绿化率"", ""装修交付""]",https://pic4.ajkimg.com/display/xinfang/e4a6005c801e22dcf98bee14965597be/275x206n.jpg,[],乐东县九所镇龙栖湾滨海旅游度假区
9144802,万科世纪台,三亚,51,吉阳区,10250,迎宾路,6185,三亚吉阳区迎宾路迎宾路中段万科湖畔度假公园,,,,,101-104㎡,436666.66m²,630000m²,"[{""id"": 397376, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 101}, {""id"": 397370, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 104}, {""id"": 397374, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 104}]",3室,3室户型,2009-07-12,2018年09月26日,2009年,2010年,"[""2018-12-13"", ""2018-09-26"", ""2016-03-31"", ""2018-04-13"", ""2012-10-28"", ""2015-09-21"", ""2017-06-29"", ""2017-12-15"", ""2018-03-02"", ""2018-08-15""]",{高层},高层,70年,1.4,45%,,带装修,,住宅,雅生活服务,4.18元/㎡/月,,4000,,售罄,售罄,售罄,"[""三房预许字［2018］51号"", ""三房预许字［2018］31号"", ""三房预许字［2016］14号"", ""三房预许字（2018）15号"", ""三房预许字[2012]017号"", ""三房预许字[2015]29号"", ""三房预许字[2017]35号"", ""三房预许字[2017]76号"", ""三房预许字[2018]11号"", ""三房预许字〔2018〕29 号""]","[""7#"", ""8#"", ""1#"", ""G4""]",滨江集团,万科集团,万科集团,民电,民水,18.290271,109.574612,"{""service_num"": ""4006708287"", ""num"": ""39510""}","{""53"": ""高绿化率"", ""52"": ""低容积"", ""31"": ""大平层"", ""29"": ""装修交付"", ""76"": ""厨卫全明"", ""74"": ""南北通透"", ""73"": ""卧室全朝南"", ""63"": ""旅游地产"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""402"": ""玄关入户"", ""401"": ""户型方正"", ""397"": ""动静分离"", ""85"": ""主卧套房"", ""263"": ""VR看房"", ""50"": ""品牌开发商""}","[""高绿化率"", ""低容积"", ""大平层"", ""装修交付"", ""厨卫全明""]",https://pic4.ajkimg.com/display/xinfang/4fed3abcad2c71ee305116147284f0e3/275x206n.jpg,[],海南省三亚市迎宾路中段万科湖畔度假公园2期万科里营销中心
4732668,龙雅居三期,三亚,51,保亭,4927,保亭,4975,三亚保亭保亭保亭县龙泉路与团结北路的交汇处,,,,,51-130㎡,90666m²,300000m²,"[{""id"": 110517, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 51.47}, {""id"": 110518, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 52.04}, {""id"": 110520, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 55.34}, {""id"": 110450, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 56.03}, {""id"": 110452, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 58.38}, {""id"": 110523, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 66.12}, {""id"": 110504, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 72.36}, {""id"": 110502, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 61.91}, {""id"": 110448, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 70.06}, {""id"": 110454, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 70.2}, {""id"": 110457, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 79.4}, {""id"": 110446, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 81.45}, {""id"": 110447, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 89.57}, {""id"": 110453, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 90.58}, {""id"": 110449, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 93.5}, {""id"": 110455, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 99.17}, {""id"": 110456, ""rooms"": 4, ""room_alias"": ""四室"", ""area"": 130.14}]",1/2/3/4室,"1室户型,2室户型,3室户型,4室户型",2009-12-23,,2009年,2010年,[],别墅,小高层、高层,70年,2.1,40%,1500,带装修,,住宅,华润万象生活,1.8~0.48元/㎡/月,,90,1:1,售罄,售罄,售罄,[],[],金地,,保亭华达房地产开发有限公司,民电,民水,18.6304,109.690064,"{""service_num"": ""4006708287"", ""num"": """"}","{""53"": ""高绿化率"", ""29"": ""装修交付"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""79"": ""小户型"", ""78"": ""大户型""}","[""高绿化率"", ""装修交付"", ""银行"", ""学校"", ""医院""]",https://pic4.ajkimg.com/display/xinfang/23a237ba568cd9ca10c5a27d6daba7c4/275x206n.jpg,[],海南省保亭县团结路
3181909,龙西岸新村,三亚,51,五指山,4926,五指山,4974,三亚五指山五指山三月三大道与河南东路交汇处西侧,,5904元/㎡,5904元/㎡,,100-120㎡,200000m²,246000m²,"[{""id"": 859617, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 100}, {""id"": 859618, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}, {""id"": 859619, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 120}]",2/3室,"2室户型,3室户型",2009-12-16,2024年12月28日,2009年,2010年,"[""2024-12-11""]",{小高层},小高层,70年,1,,,带装修,,住宅,万科物业,33.5元/㎡/月,,440,1:1,售罄,售罄,售罄,"[""海-五-202412004874""]",[],建发,,,民电,民水,18.753672,109.553051,"""""","{""52"": ""低容积"", ""29"": ""装修交付"", ""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街"", ""64"": ""购物中心"", ""78"": ""大户型"", ""55"": ""小型社区""}","[""低容积"", ""装修交付"", ""配套纯熟"", ""银行"", ""学校""]",https://pic4.ajkimg.com/display/xinfang/b6354ea8e3b71a60f4c5775144510266/275x206n.jpg,[],五指山市三月三大道与河南东路交汇处西侧
7453191,龙栖春天丽景,三亚,51,乐东,4917,龙栖湾,5084,三亚乐东龙栖湾九所新区龙湖大道东侧,,,,,49-64㎡,2267.98m²,3613.79m²,"[{""id"": 147076, ""rooms"": 1, ""room_alias"": ""一室"", ""area"": 48.58}, {""id"": 147077, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 64.39}]",1/2室,"1室户型,2室户型",2009-04-14,,2009年,2010年,[],{花园洋房},花园洋房,70年,,,59,,,住宅,绿城服务,2.5元/㎡/月,,32,1:0.62,售罄,售罄,售罄,[],[],佳兆业,,海南盛和海业房地产开发有限公司,民电,民水,18.448089,108.941317,"""""","{""72"": ""配套纯熟"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""65"": ""商业街"", ""79"": ""小户型"", ""55"": ""小型社区""}","[""配套纯熟"", ""银行"", ""学校"", ""医院"", ""商业街""]",https://pic4.ajkimg.com/display/xinfang/f7bd739bed1377c3c9ee413158b9bcc7/275x206n.jpg,[],海南·龙栖湾九所南区西二横路龙栖湾盛和公馆营销中心
7635095,宏名城一期,三亚,51,吉阳区,10250,迎宾路,6185,三亚吉阳区迎宾路迎宾路与凤凰路交叉口西南侧,,,,,58-81㎡,17101m²,97805m²,"[{""id"": 114417, ""rooms"": 2, ""room_alias"": ""二室"", ""area"": 58}, {""id"": 114418, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 75}, {""id"": 114420, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 80}, {""id"": 114419, ""rooms"": 3, ""room_alias"": ""三室"", ""area"": 81}]",2/3室,商业户型,2009-09-18,,2009年,2010年,[],{高层},高层,40年,,,780,,,商业,保利物业,2.5元/㎡/月,,770,商住区分,售罄,售罄,售罄,"[""三房预许字[2016]29号"", ""三房预许字[2015]36号""]",[],仁恒,,,商电,商水,18.279846,109.518009,"""""","{""43"": ""loft"", ""72"": ""配套纯熟"", ""71"": ""便利店"", ""70"": ""银行"", ""68"": ""医院"", ""66"": ""公园"", ""65"": ""商业街""}","[""loft"", ""配套纯熟"", ""便利店"", ""银行"", ""医院""]",https://pic4.ajkimg.com/display/xinfang/3eb1534764be8ea4bff7b6e25d306d93/275x206n.jpg,[],三亚迎宾路与凤凰路交叉口西南侧
34879,恒北辰宅,三亚,51,乐东,4917,乐东,4965,三亚乐东乐东海南省乐东县国营抱伦农场,,,,,,,,[],,,2009-03-23,,2009年,2010年,[],{高层},高层,,,,,带装修,,住宅,旭辉永升,,,,,售罄,售罄,售罄,[],[],新城控股,,,民电,民水,18.435443,108.969774,"{""service_num"": ""4006708287"", ""num"": """"}","{""29"": ""装修交付"", ""70"": ""银行"", ""69"": ""学校"", ""68"": ""医院"", ""55"": ""小型社区""}","[""装修交付"", ""银行"", ""学校"", ""医院"", ""小型社区""]",https://pic4.ajkimg.com/display/xinfang/c00c27e1697d847a622527af4a986900/275x206n.jpg,[],海南省乐东县国营抱伦农场
